tournament,fristPlayer,secondPlayer,headToHeadFirst,headToHeadSecond,resultFirst,resultSecond,date
Futures 2021,Lavagno E.,Kolisnyk O.,,,2,0,04/21/2021
Futures 2021,Capecchi D.,Fellin M.,,,2,0,04/21/2021
Futures 2021,Malla B.,Chikami S.,,,2,1,04/21/2021
Futures 2021,Vidal Azorin J.,Stone Z.,,,2,0,04/21/2021
Futures 2021,Sorrentino L.,Zakaryia F.,,,2,0,04/21/2021
Futures 2021,Coulibaly E.,Zhu E.,,,2,0,04/21/2021
Futures 2021,Chung Y.,Ricca G.,,,2,0,04/21/2021
Futures 2021,Imai S.,Polukhin S.,,,2,0,04/21/2021
Futures 2021,Donski A.,Klier Junior G.,,,2,1,04/21/2021
Futures 2021,Yitbarek S.,Boscardin Dias P.,,,2,0,04/21/2021
Futures 2021,Dembek M.,Vasa I.,,,2,1,04/21/2021
Futures 2021,Jacquet K.,Tamm K.,,,2,1,04/21/2021
Futures 2021,Beaupain S.,Wessels L.,,,2,1,04/21/2021
Futures 2021,Prechtel S.,Nincevic F.,,,2,0,04/21/2021
Futures 2021,Marozsan F.,Gima S.,,,2,0,04/21/2021
Futures 2021,Winter Lopez B.,Maamoun K.,,,2,0,04/21/2021
Futures 2021,Ovcharenko O.,Ferrari G.,,,2,0,04/21/2021
Futures 2021,Maggioli E.,Yoshimura D.,,,2,0,04/21/2021
Futures 2021,Miceli M.,Heger T.,,,2,0,04/21/2021
Futures 2021,Arnaboldi F.,Fajta P.,,,2,0,04/21/2021
Futures 2021,Woerner P.,Siniakov D.,,,2,0,04/21/2021
Futures 2021,Frunza N.,Patael B.,,,2,1,04/21/2021
Futures 2021,Vincent Ruggeri S.,Rosenkranz M.,,,2,1,04/21/2021
Futures 2021,Oliel Y.,Ionel N.,,,2,0,04/21/2021
Futures 2021,Basso A.,Sergeyev I.,,,1,0,04/21/2021
Futures 2021,Vanneste J.,Link J.,,,2,0,04/21/2021
Futures 2021,Forti F.,Erhard M.,,,2,0,04/21/2021
UTR Pro Tennis Series,Sweeny D.,Beale J.,,,2,0,04/21/2021
UTR Pro Tennis Series,Puttergill C.,Crnokrak A.,,,2,0,04/21/2021
UTR Pro Tennis Series,Jones S.,Addison A.,,,2,1,04/21/2021
UTR Pro Tennis Series,McCabe J.,Mehrotra A.,,,2,0,04/21/2021
UTR Pro Tennis Series,Schoolkate T.,Rowing L.,,,2,0,04/21/2021
UTR Pro Tennis Series,Tu L.,Ma W.,,,2,0,04/21/2021
UTR Pro Tennis Series,Jasika O.,Volonski N.,,,2,0,04/21/2021
UTR Pro Tennis Series,Kelly D.,Hoole C.,,,2,0,04/21/2021
Barcelona,Sinner J. (11),Gerasimov E.,,,2,0,04/20/2021
Barcelona,Norrie C.,Khachanov K. (12),,,2,1,04/20/2021
Barcelona,Bautista-Agut R. (5),Andujar P.,,,2,0,04/20/2021
Barcelona,Shapovalov D. (7),Chardy J.,,,2,0,04/20/2021
Barcelona,Goffin D. (8),Herbert P.,,,2,0,04/20/2021
Barcelona,Tiafoe F.,Alcaraz C.,,,2,0,04/20/2021
Barcelona,Bublik A.,Davidovich Fokina A.,,,2,1,04/20/2021
Barcelona,Musetti L.,Lopez F.,,,2,0,04/20/2021
Barcelona,Ramos-Vinolas A.,Rune H.,,,2,1,04/20/2021
Barcelona,Moutet C.,Koepfer D.,,,2,0,04/20/2021
Barcelona,Thompson J.,Gasquet R.,,,2,1,04/20/2021
Belgrade,Bedene A.,Korda S.,,,2,1,04/20/2021
Belgrade,Popyrin A.,Cerundolo F.,,,2,1,04/20/2021
Belgrade,Mager G.,Djere L. (9),,,2,0,04/20/2021
Belgrade,Kecmanovic M. (8),Bagnis F.,,,2,0,04/20/2021
Belgrade,Daniel T.,Sousa J.,,,2,0,04/20/2021
Belgrade,Rinderknech A.,Londero J.,,,2,0,04/20/2021
Belgrade,Kwon S.,Carballes Baena R.,,,2,0,04/20/2021
Belgrade,Delbonis F.,Berankis R.,,,2,1,04/20/2021
Salinas challenger,Casanova H.,Gomez E. (3),,,2,1,04/20/2021
Salinas challenger,Celikbilek A. (6),Aragone J.,,,2,0,04/20/2021
Salinas challenger,Barrios Vera M. (5),Diaz Acosta F.,,,2,0,04/20/2021
Salinas challenger,Mejia N.,Hidalgo D.,,,2,1,04/20/2021
Salinas challenger,Ortega-Olmedo R.,Chappell N.,,,2,0,04/20/2021
Salinas challenger,Van Rijthoven T.,Uchiyama Y. (1),,,1,0,04/20/2021
Salinas challenger,Dougaz A.,Mansouri S.,,,2,0,04/20/2021
Salinas challenger,Wang T.,Gengel M.,,,2,0,04/20/2021
Tallahassee chall.,Brooksby J.,Damm M.,,,2,1,04/20/2021
Tallahassee chall.,Jianu F.,Popko D. (7),,,2,1,04/20/2021
Tallahassee chall.,Ritschard A.,Olivo R.,,,2,1,04/20/2021
Tallahassee chall.,Fratangelo B.,Karlovic I. (5),,,2,1,04/20/2021
Tallahassee chall.,Watanuki Y.,Velotti A.,,,2,0,04/20/2021
Tallahassee chall.,Kwiatkowski T.,Krueger M.,,,2,1,04/20/2021
Tallahassee chall.,Jung J. (4),Sock J.,,,2,1,04/20/2021
Tallahassee chall.,Harrison R.,Young D.,,,2,1,04/20/2021
Tallahassee chall.,Menezes J.,Cid Subervi R.,,,2,0,04/20/2021
Rome 2 challenger,Lamasine T.,Bolt A.,,,2,0,04/20/2021
Rome 2 challenger,Cobolli F.,Vukic A.,,,1,0,04/20/2021
Rome 2 challenger,Pellegrino A.,Diez S. (8),,,2,1,04/20/2021
Rome 2 challenger,Stakhovsky S.,Bourgue M.,,,2,1,04/20/2021
Rome 2 challenger,Zeppieri G.,Napolitano S.,,,2,0,04/20/2021
Rome 2 challenger,Lorenzi P. (3),Maden Y.,,,2,1,04/20/2021
Rome 2 challenger,Marcora R.,Gojo B.,,,2,0,04/20/2021
Rome 2 challenger,Varillas J. (6),Collarini A.,,,2,1,04/20/2021
Rome 2 challenger,Ymer E.,Couacaud E.,,,2,0,04/20/2021
Rome 2 challenger,Andreozzi G.,Barrere G. (1),,,2,0,04/20/2021
Rome 2 challenger,Kokkinakis T.,Clarke J.,,,2,0,04/20/2021
Futures 2021,Guinard M.,Vanni L.,,,2,1,04/20/2021
Futures 2021,Fils A.,Kravchenko G.,,,2,1,04/20/2021
Futures 2021,Mpetshi Perricard G.,Durasovic V.,,,2,0,04/20/2021
Futures 2021,Kirkin E.,Dussin L.,,,2,0,04/20/2021
Futures 2021,Tseng C.,Bellier A.,,,2,0,04/20/2021
Futures 2021,Stouff V.,Weis A.,,,2,1,04/20/2021
Futures 2021,Legout T.,Briand J.,,,2,1,04/20/2021
Futures 2021,Marmousez L.,Bega A.,,,2,0,04/20/2021
Futures 2021,Cuenin S.,Moeller M.,,,2,1,04/20/2021
Futures 2021,Vilardo F.,Michnev P.,,,2,0,04/20/2021
Futures 2021,Pichler D.,Breysach M.,,,2,0,04/20/2021
Futures 2021,Negritu C.,Kalenichenko D.,,,2,0,04/20/2021
Futures 2021,Langmo C.,Ouakaa A.,,,2,0,04/20/2021
Futures 2021,Giacalone O.,Crepaldi E.,,,1,0,04/20/2021
Futures 2021,Mitsui S.,Sendogan E.,,,2,1,04/20/2021
Futures 2021,Noguchi R.,Nardi L.,,,2,1,04/20/2021
Futures 2021,Jovic V.,Ozolins K.,,,2,1,04/20/2021
Futures 2021,Tailleu P.,Sharma T.,,,2,0,04/20/2021
Futures 2021,Heyman C.,Kirci K.,,,2,0,04/20/2021
Futures 2021,Cacao T.,Krutykh O.,,,2,1,04/20/2021
Futures 2021,Bobrov B.,Yamasaki J.,,,2,0,04/20/2021
UTR Pro Tennis Series,Addison A.,Rowing L.,,,2,0,04/20/2021
UTR Pro Tennis Series,Crnokrak A.,Tricerri S.,,,2,0,04/20/2021
UTR Pro Tennis Series,Jones S.,Camus C.,,,2,0,04/20/2021
UTR Pro Tennis Series,Sweeny D.,Puttergill C.,,,2,1,04/20/2021
UTR Pro Tennis Series,Ma W.,Mehrotra A.,,,2,1,04/20/2021
UTR Pro Tennis Series,McCabe J.,Bouzige M.,,,2,0,04/20/2021
UTR Pro Tennis Series,Hoole C.,Puodziunas S.,,,2,1,04/20/2021
UTR Pro Tennis Series,Kelly D.,Volonski N.,,,2,0,04/20/2021
Futures 2021,Ovcharenko O.,Tomescu D.,,,2,1,04/20/2021
Futures 2021,Maggioli E.,Cabral F.,,,2,0,04/20/2021
Futures 2021,Erhard M.,Faria L.,,,2,0,04/20/2021
Futures 2021,Gima S.,Voros M.,,,2,1,04/20/2021
Futures 2021,Srbljak G.,Boureau A.,,,2,1,04/20/2021
Futures 2021,Vasa I.,Bertola R.,,,2,1,04/20/2021
Futures 2021,Ragazzi A.,Marcolini G.,,,1,0,04/20/2021
Futures 2021,Heger T.,Botezan G.,,,2,1,04/20/2021
Futures 2021,De La Fuente S.,Kaufmann H.,,,2,0,04/20/2021
Futures 2021,Alcalde J.,Zakaryia F.,,,2,1,04/20/2021
Futures 2021,Blanchet U.,Sadaoui M.,,,2,0,04/20/2021
Futures 2021,Jakic M.,Hajek P.,,,2,1,04/20/2021
Futures 2021,Chikami S.,Sigurdsson E.,,,2,1,04/20/2021
Futures 2021,Kolisnyk O.,Petrovic L.,,,2,0,04/20/2021
Futures 2021,Sorrentino L.,Fellin M.,,,2,0,04/20/2021
Futures 2021,Lavagno E.,Henning B.,,,2,0,04/20/2021
Futures 2021,Sigsgaard C.,Biljesko D.,,,2,1,04/20/2021
Futures 2021,Tessa L.,Hodkin S.,,,2,1,04/20/2021
Futures 2021,Martinez M.,Wendelken H.,,,2,0,04/20/2021
Futures 2021,Rogic Hadzalic A.,Horak O.,,,2,0,04/20/2021
Futures 2021,Beaupain S.,Darras M.,,,2,0,04/20/2021
Futures 2021,Ricca G.,Breut L.,,,2,0,04/20/2021
Futures 2021,Marcondes I.,Coelho F.,,,2,0,04/20/2021
Futures 2021,Iradukunda G.,Ilkel B.,,,2,0,04/20/2021
Futures 2021,Bouquier A.,Bergevi F.,,,2,0,04/20/2021
Futures 2021,Ortenzi G.,Krainer L.,,,2,0,04/20/2021
Futures 2021,Goldsteiner P.,Castelletti L.,,,2,1,04/20/2021
Futures 2021,Yitbarek S.,Roberts J.,,,2,0,04/20/2021
Futures 2021,Siniakov D.,Vernier M.,,,2,1,04/20/2021
Futures 2021,Arnaboldi F.,Sergeyev I.,,,2,0,04/20/2021
Futures 2021,Vincent Ruggeri S.,Zima L.,,,2,1,04/20/2021
Futures 2021,Woerner P.,Bosio G.,,,2,0,04/20/2021
Rome 2 challenger,Cobolli F.,Grenier H. (7),,,2,1,04/20/2021
Rome 2 challenger,Kopriva V.,Vatutin A.,,,2,0,04/20/2021
Rome 2 challenger,Molcan A.,Istomin D. (1),,,2,1,04/20/2021
Barcelona,Munar J.,Monteiro T.,,,2,0,04/19/2021
Barcelona,Ivashka I.,Griekspoor T.,,,2,0,04/19/2021
Barcelona,Gaio F.,Paire B.,,,2,0,04/19/2021
Barcelona,Nishikori K.,Pella G.,,,2,1,04/19/2021
Barcelona,Norrie C.,Caruso S.,,,2,0,04/19/2021
Barcelona,Gerasimov E.,Tsonga J.,,,2,0,04/19/2021
Barcelona,Herbert P.,Nagal S.,,,2,0,04/19/2021
Barcelona,Zapata Miralles B.,Kuznetsov A.,,,2,1,04/19/2021
Barcelona,Andujar P.,Simon G.,,,2,1,04/19/2021
Barcelona,Chardy J.,Basilashvili N.,,,2,1,04/19/2021
Belgrade,Krajinovic F. (5),Travaglia S.,,,2,1,04/19/2021
Belgrade,Millman J. (7),Petrovic D.,,,2,0,04/19/2021
Belgrade,Cecchinato M.,Troicki V.,,,2,0,04/19/2021
Belgrade,Milojevic N.,Coria F.,,,2,0,04/19/2021
Salinas challenger,Menendez-Maceiras A.,Uchida K.,,,2,0,04/19/2021
Salinas challenger,King K.,Tabilo A. (2),,,2,1,04/19/2021
Salinas challenger,Tirante T.,Orlov V.,,,2,1,04/19/2021
Salinas challenger,Eubanks C. (4),De Jong J.,,,2,0,04/19/2021
Salinas challenger,Sels J.,March A.,,,2,0,04/19/2021
Salinas challenger,Jarry N.,Alvarez N.,,,2,0,04/19/2021
Salinas challenger,Ugo Carabelli C.,Quiroz R. (8),,,2,1,04/19/2021
Salinas challenger,Sekiguchi S.,Moriya H. (7),,,2,0,04/19/2021
Tallahassee chall.,Schnur B.,Cerundolo J. (6),,,2,1,04/19/2021
Tallahassee chall.,Mmoh M. (8),Polansky P.,,,2,0,04/19/2021
Tallahassee chall.,Torpegaard M.,Bellucci T.,,,2,0,04/19/2021
Tallahassee chall.,Seyboth Wild T. (1),Etcheverry T.,,,2,0,04/19/2021
Tallahassee chall.,Sakamoto P.,Gunneswaran P. (3),,,2,1,04/19/2021
Tallahassee chall.,Mena F.,Kodat T.,,,2,0,04/19/2021
Rome 2 challenger,Gaston H. (5),Escobedo E.,,,2,0,04/19/2021
Futures 2021,Agamenone F.,Coulibaly E.,,,2,0,04/19/2021
UTR Pro Tennis Series,Tu L.,Bouzige M.,,,2,1,04/19/2021
UTR Pro Tennis Series,Schoolkate T.,Camus C.,,,2,0,04/19/2021
UTR Pro Tennis Series,Jasika O.,Puodziunas S.,,,2,0,04/19/2021
UTR Pro Tennis Series,Beale J.,Tricerri S.,,,2,0,04/19/2021
UTR Pro Tennis Series,Jones S.,Webster S.,,,2,0,04/19/2021
UTR Pro Tennis Series,McCabe J.,Ma W.,,,2,0,04/19/2021
UTR Pro Tennis Series,Sweeny D.,Crnokrak A.,,,2,0,04/19/2021
UTR Pro Tennis Series,Hoole C.,Volonski N.,,,2,0,04/19/2021
Belgrade,Cerundolo F. (7),Carballes Baena R. (3),,,2,0,04/19/2021
Belgrade,Bagnis F. (2),Medjedovic H.,,,2,0,04/19/2021
Belgrade,Mager G. (1),Daniel T. (8),,,2,1,04/19/2021
Belgrade,Rinderknech A.,Sousa J. (4),,,2,0,04/19/2021
Futures 2021,Heger T.,Devald B.,,,2,0,04/19/2021
Futures 2021,Castelletti L.,Kask M.,,,2,1,04/19/2021
Futures 2021,Wendelken H.,Guerrieri A.,,,2,1,04/19/2021
Futures 2021,Yitbarek S.,Maassen G.,,,2,0,04/19/2021
Futures 2021,Roberts J.,Shvets V.,,,2,0,04/19/2021
Futures 2021,Martinez M.,Vandermeersch C.,,,2,1,04/19/2021
Futures 2021,Botezan G.,Schiavetti P.,,,2,0,04/19/2021
Futures 2021,de Schepper K.,Garcian A.,,,2,0,04/19/2021
Futures 2021,Sadaoui M.,Krstanovic J.,,,2,0,04/19/2021
Futures 2021,Stouff V.,Mora M.,,,2,0,04/19/2021
Futures 2021,Srbljak G.,Zeljenka M.,,,2,0,04/19/2021
Futures 2021,Horak O.,Butulija B.,,,2,0,04/19/2021
Futures 2021,Marcondes I.,Sibille I.,,,2,0,04/19/2021
Futures 2021,Bertola R.,Mishkin K.,,,2,0,04/19/2021
Futures 2021,Tessa L.,Vasiliauskas M.,,,2,0,04/19/2021
Futures 2021,Hodkin S.,Piquet T.,,,2,0,04/19/2021
Futures 2021,Coelho F.,Rivera L.,,,2,0,04/19/2021
Futures 2021,De Maio M.,Ilkel B.,,,2,0,04/19/2021
Futures 2021,Vasa I.,Bresciani L.,,,2,1,04/19/2021
Futures 2021,Iradukunda G.,Pereira M.,,,2,0,04/19/2021
Futures 2021,Mpetshi Perricard G.,Bellier A.,,,2,0,04/19/2021
Futures 2021,Breut L.,Steiner M.,,,1,0,04/19/2021
Futures 2021,Ricca G.,Kaydashov R.,,,2,0,04/19/2021
Futures 2021,Bergevi F.,Sedliak S.,,,2,0,04/19/2021
Futures 2021,Bouquier A.,Datei G.,,,2,0,04/19/2021
Futures 2021,Rogic Hadzalic A.,Kupcic J.,,,2,0,04/19/2021
Futures 2021,Hajek P.,Colacioppo G.,,,2,0,04/19/2021
Futures 2021,Weis A.,Reveniau S.,,,2,0,04/19/2021
Futures 2021,Zakaryia F.,Eisinga Z.,,,2,1,04/19/2021
Futures 2021,Ortenzi G.,Abou Taleb B.,,,2,0,04/19/2021
Futures 2021,Kaufmann H.,Donati M.,,,1,0,04/19/2021
Futures 2021,Lopez San Martin A.,Bouquet L.,,,2,1,04/19/2021
Futures 2021,Boureau A.,Kalender A.,,,2,0,04/19/2021
Futures 2021,Jakic M.,Valsecchi P.,,,2,0,04/19/2021
Futures 2021,Chikami S.,Pel S.,,,2,1,04/19/2021
Futures 2021,Sorrentino L.,Bielinskyi O.,,,2,1,04/19/2021
Futures 2021,Fellin M.,Makhlouf S.,,,1,0,04/19/2021
Futures 2021,Henning B.,Rossi L.,,,2,0,04/19/2021
Futures 2021,Biljesko D.,Mikrut L.,,,2,0,04/19/2021
Futures 2021,Faivre P.,Fallert F.,,,2,0,04/19/2021
Futures 2021,Erhard M.,Glinka D.,,,2,1,04/19/2021
Futures 2021,Ovcharenko O.,Campana F.,,,2,0,04/19/2021
Futures 2021,Kravchenko G.,Brosset S.,,,1,0,04/19/2021
Futures 2021,Faria L.,Sakellaridis M.,,,2,0,04/19/2021
Futures 2021,Dussin L.,Jebens H.,,,2,0,04/19/2021
Futures 2021,Arnaboldi F.,Minarik K.,,,2,0,04/19/2021
Futures 2021,Woerner P.,Salazar A.,,,2,0,04/19/2021
Futures 2021,Bosio G.,Ivanov V.,,,2,1,04/19/2021
Futures 2021,Sergeyev I.,Palosi S.,,,2,0,04/19/2021
Futures 2021,Tomescu D.,Maestrelli F.,,,2,1,04/19/2021
Futures 2021,Blanchet U.,Roveri Sidney G.,,,2,0,04/19/2021
Futures 2021,Beaupain S.,Balazi T.,,,1,0,04/19/2021
Futures 2021,Kolisnyk O.,Kawakami R.,,,2,1,04/19/2021
Futures 2021,Petrovic L.,Gola A.,,,1,0,04/19/2021
Futures 2021,Krainer L.,Claverie L.,,,2,1,04/19/2021
Futures 2021,De La Fuente S.,Canas Garcia J.,,,2,0,04/19/2021
Futures 2021,Marcolini G.,Chin C.,,,2,0,04/19/2021
Futures 2021,Sigurdsson E.,Khotkov O.,,,2,0,04/19/2021
Futures 2021,Alcalde J.,Revelli G.,,,1,0,04/19/2021
Futures 2021,Ragazzi A.,Laurent Y.,,,2,0,04/19/2021
Futures 2021,Lavagno E.,Stuurman R.,,,2,0,04/19/2021
Futures 2021,Darras M.,Dujmovic G.,,,2,0,04/19/2021
Futures 2021,Sigsgaard C.,Oberleitner N.,,,2,0,04/19/2021
Futures 2021,Goldsteiner P.,Erceg L.,,,2,0,04/19/2021
Futures 2021,Gima S.,Larwig N.,,,2,0,04/19/2021
Futures 2021,Vernier M.,Gusev D.,,,2,0,04/19/2021
Futures 2021,Siniakov D.,Kim C.,,,2,1,04/19/2021
Futures 2021,Vincent Ruggeri S.,Galoppini D.,,,2,0,04/19/2021
Futures 2021,Voros M.,Noce G.,,,2,0,04/19/2021
Futures 2021,Maggioli E.,Saitoh K.,,,2,0,04/19/2021
Futures 2021,Cabral F.,Andaloro F.,,,2,0,04/19/2021
Futures 2021,Zima L.,Bakshi A.,,,2,0,04/19/2021
Rome 2 challenger,Lamasine T. (6),Trungelliti M. (3),,,1,0,04/19/2021
Rome 2 challenger,Lamasine T. (6),Bergs Z.,,,2,1,04/19/2021
Rome 2 challenger,Vatutin A.,Viola M. (4),,,2,1,04/19/2021
Rome 2 challenger,Cobolli F.,Kamke T. (2),,,2,1,04/19/2021
Salinas challenger,Gengel M. (3),Perchicot M.,,,2,1,04/19/2021
Salinas challenger,Wang T.,Gonzalez A. (4),,,2,1,04/19/2021
Salinas challenger,Diaz Acosta F. (1),Takahashi Y. (6),,,2,0,04/19/2021
Salinas challenger,Mejia N. (7),Villanueva G. (2),,,2,0,04/19/2021
Tallahassee chall.,Ritschard A. (1),Kirchheimer S.,,,2,0,04/19/2021
Tallahassee chall.,Velotti A. (3),Bangoura S. (6),,,2,1,04/19/2021
Tallahassee chall.,Rybakov A.,Luz O. (2),,,2,0,04/19/2021
Tallahassee chall.,Jianu F. (7),Young D. (4),,,2,0,04/19/2021
Tallahassee chall.,Kirchheimer S.,Yevseyev D. (8),,,2,1,04/19/2021
Tallahassee chall.,Ritschard A. (1),Colak O.,,,2,0,04/19/2021
Tallahassee chall.,Velotti A. (3),Gregg P.,,,2,0,04/19/2021
Monte Carlo,Tsitsipas S. (4),Rublev A. (6),,,2,0,04/18/2021
Orlando challenger,Brooksby J.,Kudla D. (5),,,2,0,04/18/2021
Split 3 challenger,Zuk K.,Bourgue M.,,,2,0,04/18/2021
Futures 2021,Erler A.,Cazaux A.,,,2,1,04/18/2021
Futures 2021,Martineau M.,Nava E.,,,2,1,04/18/2021
Futures 2021,Agamenone F.,Polukhin S.,,,2,0,04/18/2021
Futures 2021,Coulibaly E.,Neuchrist M.,,,2,1,04/18/2021
Futures 2021,Erel Y.,Danilov S.,,,2,0,04/18/2021
Futures 2021,Passaro F.,Dambrosi G.,,,2,0,04/18/2021
Futures 2021,Frunza N.,Ferrari G.,,,2,0,04/18/2021
Futures 2021,Vanshelboim E.,Gakhov I.,,,2,0,04/18/2021
UTR Pro Match Series,Brumm J.,Heng N.,0,0,,,04/18/2021
UTR Pro Match Series,Griffith W.,Gurmendi A.,,,2,0,04/18/2021
UTR Pro Match Series,Walker H.,Segura M.,1,0,,,04/18/2021
UTR Pro Match Series,Milavsky D.,Kessler M.,,,2,1,04/18/2021
UTR Pro Tennis Series,Volonski N.,Webster S.,,,2,0,04/18/2021
UTR Pro Tennis Series,Kelly D.,Tu L.,,,2,1,04/18/2021
UTR Pro Tennis Series,Jones S.,McCabe J.,,,2,0,04/18/2021
UTR Pro Tennis Series,Hoole C.,Camus C.,,,2,0,04/18/2021
UTR Pro Tennis Series,Sach T.,Mehrotra A.,,,2,0,04/18/2021
Barcelona,Griekspoor T.,Gimeno Valero C.,,,2,1,04/18/2021
Barcelona,Zapata Miralles B.,Cachin P.,,,2,0,04/18/2021
Barcelona,Rune H.,Gojowczyk P. (7),,,2,1,04/18/2021
Barcelona,Nagal S. (9),Fabbiano T.,,,2,0,04/18/2021
Barcelona,Kuznetsov A.,Van De Zandschulp B.,,,2,0,04/18/2021
Barcelona,Ivashka I. (6),Gaio F. (10),,,2,0,04/18/2021
Belgrade,Cerundolo F. (7),Kovalik J.,,,2,0,04/18/2021
Belgrade,Carballes Baena R. (3),Dzumhur D.,,,1,0,04/18/2021
Belgrade,Mager G. (1),Bonzi B.,,,2,1,04/18/2021
Belgrade,Bagnis F. (2),Donskoy E.,,,2,0,04/18/2021
Belgrade,Medjedovic H.,Galan D. (6),,,2,0,04/18/2021
Belgrade,Rinderknech A.,Sugita Y. (5),,,2,0,04/18/2021
Belgrade,Daniel T. (8),Miladinovic M.,,,2,0,04/18/2021
Belgrade,Sousa J. (4),Nakashima B.,,,2,0,04/18/2021
Futures 2021,Kaufmann H.,Hamed M.,,,2,0,04/18/2021
Futures 2021,Abou Taleb B.,Oliver Moratalla V.,,,2,0,04/18/2021
Futures 2021,Zakaryia F.,Mania M.,,,2,1,04/18/2021
Futures 2021,Makhlouf S.,Schuetze C.,,,2,1,04/18/2021
Futures 2021,Pel S.,El-Moslemany O.,,,2,1,04/18/2021
Futures 2021,Fellin M.,El Sayed A.,,,2,0,04/18/2021
Futures 2021,Rossi L.,Ibrahim K.,,,2,0,04/18/2021
Futures 2021,Roberts J.,Ajavon L.,,,2,0,04/18/2021
Futures 2021,Maassen G.,O'Neill D.,,,2,0,04/18/2021
Futures 2021,Yitbarek S.,Manekas A.,,,2,0,04/18/2021
Futures 2021,Shvets V.,Davies G.,,,2,1,04/18/2021
Futures 2021,Guerrieri A.,Pujol Navarro B.,,,2,1,04/18/2021
Futures 2021,Vandermeersch C.,Lucini F.,,,2,1,04/18/2021
Futures 2021,Martinez M.,De Carvalho V.,,,2,0,04/18/2021
Futures 2021,Wendelken H.,O'Hoisin O.,,,2,0,04/18/2021
Futures 2021,Stuurman R.,Zhibul D.,,,2,0,04/18/2021
Futures 2021,Schiavetti P.,Vianello M.,,,2,1,04/18/2021
Futures 2021,Heger T.,Jerolimov J.,,,2,0,04/18/2021
Futures 2021,Mora M.,Mir Anglada L.,,,2,0,04/18/2021
Futures 2021,Garcian A.,Paliska B.,,,2,0,04/18/2021
Futures 2021,Kupcic J.,Ban I.,,,2,0,04/18/2021
Futures 2021,Mishkin K.,Imamura M.,,,2,1,04/18/2021
Futures 2021,Castelletti L.,Martinovic M.,,,2,0,04/18/2021
Futures 2021,Breut L.,Schell N.,,,2,0,04/18/2021
Futures 2021,Devald B.,Markovski O.,,,2,1,04/18/2021
Futures 2021,Vasa I.,Maguire C.,,,2,0,04/18/2021
Futures 2021,Bertola R.,Puskar S.,,,2,0,04/18/2021
Futures 2021,Butulija B.,Protic Zakelj J.,,,2,0,04/18/2021
Futures 2021,Stouff V.,Gobat A.,,,2,1,04/18/2021
Futures 2021,Horak O.,Jurina P.,,,2,1,04/18/2021
Futures 2021,Rogic Hadzalic A.,Radojkovic M.,,,2,0,04/18/2021
Futures 2021,Bresciani L.,Ruzgas M.,,,2,0,04/18/2021
Futures 2021,Kaydashov R.,Eminefendic E.,,,2,1,04/18/2021
Futures 2021,De Maio M.,Ichikawa S.,,,2,0,04/18/2021
Futures 2021,Ricca G.,Janis J.,,,2,0,04/18/2021
Futures 2021,Steiner M.,Cherkovets V.,,,2,0,04/18/2021
Futures 2021,Ilkel B.,Kim D.,,,2,0,04/18/2021
Futures 2021,Mpetshi Perricard G.,Alimli M.,,,2,0,04/18/2021
Futures 2021,Coelho F.,Kawahashi Y.,,,2,1,04/18/2021
Futures 2021,Piquet T.,Omar Z.,,,2,1,04/18/2021
Futures 2021,Hodkin S.,Tomegah A.,,,2,0,04/18/2021
Futures 2021,Pereira M.,Stafford J.,,,2,0,04/18/2021
Futures 2021,Bouquet L.,Aubriot A.,,,2,0,04/18/2021
Futures 2021,Reveniau S.,Fassbender B.,,,2,1,04/18/2021
Futures 2021,Vasiliauskas M.,Elamin A.,,,2,0,04/18/2021
Futures 2021,Kask M.,Jamnicki M.,,,2,0,04/18/2021
Futures 2021,Srbljak G.,Maric F.,,,2,0,04/18/2021
Futures 2021,Botezan G.,Jevtic A.,,,2,0,04/18/2021
Futures 2021,Blanchet U.,Bill A.,,,1,0,04/18/2021
Futures 2021,Sedliak S.,Krajcik A.,,,2,0,04/18/2021
Futures 2021,Sibille I.,Knoess V.,,,2,0,04/18/2021
Futures 2021,Rivera L.,Greif J.,,,2,0,04/18/2021
Futures 2021,Bergevi F.,Kos D.,,,2,0,04/18/2021
Futures 2021,Datei G.,Zhuk U.,,,2,0,04/18/2021
Futures 2021,Hajek P.,Jermar J.,,,2,0,04/18/2021
Futures 2021,Biljesko D.,Samosi P.,,,2,0,04/18/2021
Futures 2021,Roveri Sidney G.,Stipetic R.,,,2,0,04/18/2021
Futures 2021,Boureau A.,Jotovski T.,,,1,0,04/18/2021
Futures 2021,Mikrut L.,Basic N.,,,2,1,04/18/2021
Futures 2021,Krstanovic J.,Daljev P.,,,2,0,04/18/2021
Futures 2021,Zeljenka M.,Arh A.,,,2,1,04/18/2021
Futures 2021,Sadaoui M.,Jancovic P.,,,2,0,04/18/2021
Futures 2021,Canas Garcia J.,Elkamony A.,,,2,0,04/18/2021
Futures 2021,Lavagno E.,Syed Naguib S.,,,2,0,04/18/2021
Futures 2021,Marcolini G.,Emesz B.,,,2,0,04/18/2021
Futures 2021,Sorrentino L.,Vatteroni L.,,,2,0,04/18/2021
Futures 2021,Sigurdsson E.,Garcia Mestre J.,,,2,0,04/18/2021
Futures 2021,Chikami S.,Alemany P.,,,2,0,04/18/2021
Futures 2021,Brosset S.,Ramiaramanana L.,,,2,0,04/18/2021
Futures 2021,Jebens H.,Panzo K.,,,2,0,04/18/2021
