tournament,fristPlayer,secondPlayer,headToHeadFirst,headToHeadSecond,resultFirst,resultSecond,date
Futures 2021,Bakshi A.,Chaiyarin C.,,,2,1,04/11/2021
Futures 2021,Gima S.,Vanta V.,,,2,1,04/11/2021
Futures 2021,Andreu Garcia F.,Regas Luis N.,,,2,1,04/11/2021
Futures 2021,Kaufmann H.,Magnusson A.,,,2,1,04/11/2021
Futures 2021,Moghini G.,Parshutin D.,,,2,1,04/11/2021
Futures 2021,Deschamps A.,Iamachkine P.,,,2,1,04/11/2021
Futures 2021,Erhard M.,Ovcharenko O.,,,2,1,04/11/2021
Futures 2021,Barreto Sanchez D.,Mpetshi Perricard G.,,,2,1,04/11/2021
Futures 2021,Link J.,Gultekin A.,,,2,0,04/11/2021
Futures 2021,Massara A.,Sancaklioglu M.,,,2,0,04/11/2021
Futures 2021,Xilas I.,Londol T.,,,2,0,04/11/2021
Futures 2021,El-Moslemany O.,Hemida Z.,,,2,0,04/11/2021
Futures 2021,Passaro F.,Mania M.,,,2,0,04/11/2021
Futures 2021,Bataljin L.,Ogura K.,,,2,1,04/11/2021
Futures 2021,Poritzky E.,Sveridenko V.,,,2,0,04/11/2021
Futures 2021,Krainer L.,Makhlouf S.,,,2,0,04/11/2021
Futures 2021,Borroni A.,Donmezer E.,,,2,0,04/11/2021
Futures 2021,Lopez Morillo I.,Aranzabal M.,,,2,0,04/11/2021
Futures 2021,Vatteroni L.,Syed Naguib S.,,,2,0,04/11/2021
Futures 2021,Ferrari G.,Cetin G.,,,2,0,04/11/2021
Futures 2021,Yamanaka T.,Siniakov D.,,,2,0,04/11/2021
Futures 2021,Korolev V.,Albertoni D.,,,2,0,04/11/2021
Futures 2021,Dogan M.,Corcelli Perez A.,,,2,0,04/11/2021
Futures 2021,Cekirge K.,Sanchis Melero H.,,,2,0,04/11/2021
Futures 2021,Mora M.,Morozov D.,,,2,0,04/11/2021
Futures 2021,Agarwal R.,Zhu M.,,,2,1,04/11/2021
Futures 2021,Moro Canas A.,Troche E.,,,2,0,04/11/2021
Futures 2021,Legout T.,Mir Anglada L.,,,2,0,04/11/2021
Futures 2021,Alcala Gurri M.,Herberg A.,,,2,0,04/11/2021
Futures 2021,Campana F.,Dell'elba V.,,,2,0,04/11/2021
Futures 2021,Palosi S.,Savelev D.,,,2,0,04/11/2021
Futures 2021,Uzhylovsky V.,Palm B.,,,2,0,04/11/2021
Futures 2021,Parizzia N.,Tasenkov V.,,,2,0,04/11/2021
Futures 2021,Ovcharov A.,Fekete J.,,,2,0,04/11/2021
Futures 2021,Yoshimura D.,Saitoh K.,,,2,0,04/11/2021
Futures 2021,Arribage T.,Tabur C.,,,1,0,04/11/2021
Futures 2021,Campana Lee G.,Garcia Garcia J.,,,2,1,04/11/2021
Futures 2021,Arnaboldi F.,Sakellaridis M.,,,2,0,04/11/2021
Futures 2021,Fuele M.,Larwig N.,,,2,0,04/11/2021
Futures 2021,Pecak S.,Smits G.,,,2,0,04/11/2021
Futures 2021,Loncar S.,Veremeychuk D.,,,2,0,04/11/2021
Futures 2021,De Rossi M.,Rohrer N.,,,2,0,04/11/2021
Futures 2021,Fils A.,Mazon-Hernandez R.,,,2,0,04/11/2021
Futures 2021,Spec M.,Starostin M.,,,2,0,04/11/2021
Futures 2021,De Boes M.,Abdelaziz A.,,,2,0,04/11/2021
Futures 2021,Furlanetto M.,Er E.,,,2,0,04/11/2021
Futures 2021,Marchetti F.,Minarik K.,,,2,0,04/11/2021
Futures 2021,Liaonenka A.,Krapivin M.,,,2,0,04/11/2021
Futures 2021,de Schepper K.,Giotis R.,,,2,0,04/11/2021
Futures 2021,Graziani E.,Guttau N.,,,2,0,04/11/2021
Futures 2021,Sakellaridis S.,Amatiste G.,,,2,0,04/11/2021
Futures 2021,Arnaldi M.,Andaloro F.,,,2,0,04/11/2021
Futures 2021,Turriziani Alvarez A.,Vallejo Ferrer A.,,,2,0,04/11/2021
Futures 2021,Hubner E.,Gusev D.,,,2,1,04/11/2021
Futures 2021,Kim C.,Malgiaritta M.,,,2,0,04/11/2021
Futures 2021,Nava E.,Zusman R.,,,2,0,04/11/2021
Futures 2021,Matas Ortega X.,Fernandez Flores D.,,,2,1,04/11/2021
Futures 2021,Faria L.,Voros M.,,,2,1,04/11/2021
Futures 2021,Dellavedova M.,Oh S.,,,2,1,04/11/2021
Futures 2021,La Vela G.,Matvievici E.,,,2,0,04/11/2021
Futures 2021,Bosio G.,Hellfritsch L.,,,2,1,04/11/2021
Futures 2021,Mas De Ugarte J.,Pla Malfeito J.,,,2,0,04/11/2021
Futures 2021,Fellin M.,Chikami S.,,,2,0,04/11/2021
Monte Carlo,Fabbiano T.,Sousa J.,,,2,0,04/11/2021
Monte Carlo,Popyrin A. (8),Hanfmann Y.,,,2,1,04/11/2021
Monte Carlo,Cecchinato M. (13),Laaksonen H.,,,2,0,04/11/2021
Monte Carlo,Delbonis F. (9),Martinez P.,,,2,1,04/11/2021
Monte Carlo,Koepfer D. (1),Londero J. (14),,,2,0,04/11/2021
Monte Carlo,Travaglia S. (2),Majchrzak K.,,,2,1,04/11/2021
Monte Carlo,Caruso S. (11),Tomic B.,,,2,0,04/11/2021
Split 3 challenger,Collarini A. (1),Lenz J.,,,1,0,04/11/2021
Split 3 challenger,Zuk K. (2),Poljicak M.,,,2,0,04/11/2021
Split 3 challenger,Lamasine T. (7),Nincevic F.,,,2,0,04/11/2021
Split 3 challenger,Barun B.,Moroni G. (4),,,2,1,04/11/2021
Split 3 challenger,Basic M.,Wu T. (5),,,2,0,04/11/2021
Split 3 challenger,Klein L. (8),Moraing M.,,,2,1,04/11/2021
Split 3 challenger,Viola M. (6),Karlovskiy E.,,,2,0,04/11/2021
Split 3 challenger,Kolar Z. (3),Galovic V.,,,2,0,04/11/2021
Cagliari,Djere L.,Basilashvili N. (4),,,2,0,04/10/2021
Cagliari,Sonego L. (3),Fritz T. (2),,,2,1,04/10/2021
Marbella,Munar J.,Alcaraz C.,,,2,0,04/10/2021
Marbella,Carreno-Busta P. (1),Ramos-Vinolas A. (4),,,2,1,04/10/2021
Split challenger,Kavcic B.,Zuk K.,,,2,1,04/10/2021
Split challenger,Rola B. (6),Collarini A.,,,2,1,04/10/2021
Oeiras 2 challenger,Borges N.,Elias G.,,,2,1,04/10/2021
Oeiras 2 challenger,Elias G.,Kuzmanov D.,,,1,0,04/10/2021
Futures 2021,Lama G.,Pucinelli De Almeida M.,,,2,0,04/10/2021
Futures 2021,Juarez F.,Farjat T.,,,2,0,04/10/2021
Futures 2021,Farjat T.,Carnevalle L.,,,2,0,04/10/2021
Futures 2021,Pucinelli De Almeida M,Rodriguez Taverna S.,,,2,0,04/10/2021
Futures 2021,Juarez F.,Darderi L.,,,2,0,04/10/2021
Futures 2021,Lama G.,Kestelboim M.,,,2,0,04/10/2021
Futures 2021,Agamenone F.,Negritu C.,,,2,0,04/10/2021
Futures 2021,Escoffier A.,Zhu E.,,,2,0,04/10/2021
Futures 2021,Nedelko I.,Cozbinov A.,,,2,1,04/10/2021
Futures 2021,Beloborodko I.,Satral J.,,,2,0,04/10/2021
Futures 2021,Cobolli F.,Eremin E.,,,1,0,04/10/2021
Futures 2021,Jubb P.,Moreno De Alboran N.,,,2,0,04/10/2021
Futures 2021,Madaras D.,Gigante M.,,,2,0,04/10/2021
Futures 2021,Mukund S.,Poljak D.,,,2,0,04/10/2021
Futures 2021,Gakhov I.,Campo A.,,,2,1,04/10/2021
Futures 2021,Vanshelboim E.,Braynin A.,,,2,0,04/10/2021
UK Pro Series,Maxted L.,Findel-Hawkins J.,,,2,1,04/10/2021
UK Pro Series,Matusevich A.,Houghton G.,,,2,0,04/10/2021
UK Pro Series,Patten H.,Cash J.,,,2,0,04/10/2021
UK Pro Series,Wendelken H.,Hands T.,,,2,1,04/10/2021
UK Pro Series,Harris B.,Paris J.,,,2,0,04/10/2021
UK Pro Series,Canter A.,Weightman O.,,,2,0,04/10/2021
UTR Pro Match Series,Griffith W.,Caratini V.,,,2,0,04/10/2021
UTR Pro Match Series,Gurmendi A.,Kessler M.,,,2,1,04/10/2021
UTR Pro Match Series,Young G.,Pannu K.,,,2,0,04/10/2021
UTR Pro Match Series,Sinha A.,Krug C.,,,2,0,04/10/2021
UTR Pro Match Series,Jachuck R.,Krug J.,,,2,1,04/10/2021
UTR Pro Match Series,Cid Subervi R.,Shane R.,,,2,1,04/10/2021
UTR Pro Match Series,Ribeiro Lago E.,Reese H.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Carnevale-Miino T.,Aramburu Contreras I.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Graute C.,Oppenheim N.,,,2,1,04/10/2021
UTR Pro Tennis Series 2,Bynoe E.,Sanchez M.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Leite W.,Badon J.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Van Orderlain D.,Evans G.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Gomez J.,Doria L.,,,2,0,04/10/2021
UTR Pro Tennis Series 2,Patino L.,Brymer G.,,,2,1,04/10/2021
UTR Pro Tennis Series 2,Panta J.,Hernandez Serrano J.,,,2,0,04/10/2021
UTR Pro Tennis Series 5,Milushev P.,Faivre P.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Lazov A.,Thanos A.,,,2,0,04/10/2021
UTR Pro Tennis Series 5,De La Bassetiere C.,Dimitrov M.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Bouquet L.,Laurent T.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Lescure M.,Milev Y.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Madarasz G.,Donev G.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Dzhavakian Y.,Genov A.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Snitari I.,Tatlot J.,,,2,1,04/10/2021
UTR Pro Tennis Series 5,Marie J.,Joncour R.,,,2,1,04/10/2021
Monte Carlo,Hanfmann Y.,Vesely J. (3),,,2,0,04/10/2021
Monte Carlo,Popyrin A. (8),Arneodo R.,,,2,0,04/10/2021
Monte Carlo,Tomic B.,Herbert P. (4),,,2,0,04/10/2021
Monte Carlo,Delbonis F. (9),Marcora R.,,,2,0,04/10/2021
Monte Carlo,Cecchinato M. (13),Huesler M.,,,2,1,04/10/2021
Monte Carlo,Fabbiano T.,Coria F. (10),,,2,1,04/10/2021
Monte Carlo,Koepfer D. (1),Zapata Miralles B.,,,2,0,04/10/2021
Monte Carlo,Travaglia S. (2),Nagal S.,,,2,0,04/10/2021
Monte Carlo,Londero J. (14),Zverev M.,,,2,0,04/10/2021
Monte Carlo,Sousa J.,Monteiro T. (6),,,2,0,04/10/2021
Monte Carlo,Laaksonen H.,Gerasimov E. (7),,,2,1,04/10/2021
Monte Carlo,Martinez P.,Moutet C. (5),,,2,1,04/10/2021
Monte Carlo,Caruso S. (11),Klizan M.,,,2,0,04/10/2021
Monte Carlo,Majchrzak K.,Mager G. (12),,,2,0,04/10/2021
Cagliari,Basilashvili N. (4),Struff J. (5),,,2,1,04/09/2021
Cagliari,Djere L.,Musetti L.,,,2,1,04/09/2021
Cagliari,Sonego L. (3),Hanfmann Y.,,,2,1,04/09/2021
Cagliari,Fritz T. (2),Bedene A.,,,2,0,04/09/2021
Marbella,Alcaraz C.,Ruud C. (3),,,2,0,04/09/2021
Marbella,Carreno-Busta P. (1),Kwon S. (7),,,2,0,04/09/2021
Marbella,Munar J.,Ivashka I.,,,2,1,04/09/2021
Marbella,Ramos-Vinolas A. (4),Gombos N.,,,2,1,04/09/2021
Split challenger,Kavcic B.,Vukic A.,,,2,1,04/09/2021
Split challenger,Zuk K.,Kokkinakis T.,,,2,0,04/09/2021
Split challenger,Collarini A.,Petrovic D. (5),,,2,0,04/09/2021
Split challenger,Rola B. (6),Basic M.,,,2,0,04/09/2021
Oeiras 2 challenger,Oliveira G.,Cacao T.,,,2,0,04/09/2021
Oeiras 2 challenger,Borges N.,Guinard M.,,,2,1,04/09/2021
Oeiras 2 challenger,Cachin P.,Moroni G. (5),,,2,1,04/09/2021
Futures 2021,Negritu C.,Avidzba A.,,,1,0,04/09/2021
Futures 2021,Satral J.,Safonov A.,,,2,0,04/09/2021
Futures 2021,Beloborodko I.,Erel Y.,,,2,1,04/09/2021
Futures 2021,Escoffier A.,Strombachs R.,,,2,0,04/09/2021
Futures 2021,Zhu E.,Coulibaly E.,,,2,1,04/09/2021
Futures 2021,Agamenone F.,Shimabukuro S.,,,2,1,04/09/2021
Futures 2021,Nedelko I.,Agabigun S.,,,2,0,04/09/2021
Futures 2021,Cozbinov A.,Dubrivnyy A.,,,2,1,04/09/2021
Futures 2021,Moreno De Alboran N.,Shimizu Y.,,,2,0,04/09/2021
Futures 2021,Eremin E.,Pavlasek A.,,,2,0,04/09/2021
Futures 2021,Poljak D.,Johnson L.,,,2,1,04/09/2021
Futures 2021,Jubb P.,Bega A.,,,2,0,04/09/2021
Futures 2021,Mukund S.,Setkic A.,,,2,1,04/09/2021
Futures 2021,Madaras D.,Llamas Ruiz P.,,,2,1,04/09/2021
Futures 2021,Cobolli F.,Mochizuki S.,,,2,0,04/09/2021
Futures 2021,Gigante M.,Galoppini D.,,,2,0,04/09/2021
Futures 2021,Vanshelboim E.,Bertuccioli F.,,,2,0,04/09/2021
Futures 2021,Gakhov I.,Wenger D.,,,2,0,04/09/2021
Futures 2021,Campo A.,Fomin S.,,,1,0,04/09/2021
Futures 2021,Braynin A.,Tashbulatov D.,,,2,1,04/09/2021
UK Pro Series,Houghton G.,Wendelken H.,,,2,1,04/09/2021
UK Pro Series,Findel-Hawkins J.,Canter A.,,,2,0,04/09/2021
UK Pro Series,Matusevich A.,Maxted L.,,,2,0,04/09/2021
UK Pro Series,Paris J.,Hands T.,,,2,0,04/09/2021
UK Pro Series,Patten H.,Weightman O.,,,2,0,04/09/2021
UK Pro Series,Cash J.,Harris B.,,,2,0,04/09/2021
UTR Pro Match Series,Caratini V.,Vashist A.,,,2,1,04/09/2021
UTR Pro Match Series,Ribeiro Lago E.,Gomar Monio L.,,,2,0,04/09/2021
UTR Pro Match Series,King E.,Gurmendi A.,,,2,0,04/09/2021
UTR Pro Match Series,Pannu K.,Reese H.,,,2,0,04/09/2021
UTR Pro Match Series,Kessler M.,Sinha A.,,,2,0,04/09/2021
UTR Pro Match Series,Young G.,Griffith W.,,,2,1,04/09/2021
UTR Pro Match Series,Segura M.,Krug J.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Badon J.,Sanchez M.,,,2,1,04/09/2021
UTR Pro Tennis Series 2,Van Orderlain D.,Duong Q.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Gomez J.,Aguilera Guerrero E.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Hernandez Serrano J.,Rodriguez Rodriguez J.,,,1,0,04/09/2021
UTR Pro Tennis Series 2,Patino L.,Aramburu Contreras I.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Leite W.,Graute C.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Doria L.,Carnevale-Miino T.,,,2,0,04/09/2021
UTR Pro Tennis Series 2,Bynoe E.,De Alencar M.,,,2,0,04/09/2021
UTR Pro Tennis Series 5,Snitari I.,Nesterov P.,,,2,0,04/09/2021
UTR Pro Tennis Series 5,Lazov A.,Lescure M.,,,2,1,04/09/2021
UTR Pro Tennis Series 5,Joncour R.,Donev G.,,,2,0,04/09/2021
UTR Pro Tennis Series 5,Tatlot J.,Dimitrov M.,,,2,0,04/09/2021
UTR Pro Tennis Series 5,Thanos A.,Faivre P.,,,2,0,04/09/2021
UTR Pro Tennis Series 5,Bouquet L.,Dzhavakian Y.,,,2,1,04/09/2021
UTR Pro Tennis Series 5,Milushev P.,Milev Y.,,,2,1,04/09/2021
Cagliari,Djere L.,Millman J. (6),,,2,0,04/08/2021
Cagliari,Sonego L. (3),Simon G.,,,2,0,04/08/2021
Cagliari,Musetti L.,Evans D. (1),,,2,1,04/08/2021
Cagliari,Hanfmann Y.,Cecchinato M.,,,2,0,04/08/2021
Marbella,Alcaraz C.,Lopez F. (6),,,2,1,04/08/2021
Marbella,Ruud C. (3),Mager G.,,,2,0,04/08/2021
Marbella,Munar J.,Fognini F. (2),,,2,0,04/08/2021
Marbella,Ivashka I.,Davidovich Fokina A. (5),,,2,0,04/08/2021
Split challenger,Rola B. (6),Ajdukovic D.,,,2,0,04/08/2021
Split challenger,Zuk K.,Serdarusic N.,,,2,0,04/08/2021
Split challenger,Kokkinakis T.,Kolar Z.,,,2,0,04/08/2021
Split challenger,Basic M.,Haase R.,,,2,0,04/08/2021
Oeiras 2 challenger,Oliveira G.,Otte O. (1),,,2,1,04/08/2021
Oeiras 2 challenger,Cacao T.,Zverev M.,,,2,1,04/08/2021
Oeiras 2 challenger,Moroni G. (5),Kotov P.,,,2,0,04/08/2021
Oeiras 2 challenger,Cachin P.,Andreev A.,,,2,0,04/08/2021
Futures 2021,Carnevalle L.,Zukas M.,,,1,0,04/08/2021
Futures 2021,Lama G.,Derdoy F.,,,2,0,04/08/2021
Futures 2021,Farjat T.,Arreche N.,,,2,0,04/08/2021
Futures 2021,Rodriguez Taverna S.,Comesana F.,,,2,1,04/08/2021
Futures 2021,Kestelboim M.,Dhoe B.,,,2,0,04/08/2021
Futures 2021,Pucinelli De Almeida M.,Egea F.,,,2,0,04/08/2021
Futures 2021,Juarez F.,Lingua Lavallen A.,,,2,0,04/08/2021
Futures 2021,Darderi L.,Aboian V.,,,2,0,04/08/2021
Futures 2021,Negritu C.,Alves M.,,,2,0,04/08/2021
Futures 2021,Zhu E.,Balzerani R.,,,2,1,04/08/2021
Futures 2021,Shimabukuro S.,Capecchi D.,,,2,0,04/08/2021
Futures 2021,Agabigun S.,Zakharov A.,,,2,0,04/08/2021
Futures 2021,Erel Y.,Kravchuk K.,,,2,0,04/08/2021
Futures 2021,Escoffier A.,Boscardin Dias P.,,,2,0,04/08/2021
Futures 2021,Strombachs R.,Gadamauri B.,,,2,0,04/08/2021
Futures 2021,Cozbinov A.,Tiurnev E.,,,2,1,04/08/2021
Futures 2021,Bega A.,Jones A.,,,2,0,04/08/2021
Futures 2021,Setkic A.,Paulson A.,,,2,0,04/08/2021
Futures 2021,Jubb P.,Uzhylovsky V.,,,2,0,04/08/2021
Futures 2021,Safonov A.,Spec M.,,,2,0,04/08/2021
Futures 2021,Satral J.,Glinka D.,,,2,0,04/08/2021
Futures 2021,Johnson L.,Boyer T.,,,2,1,04/08/2021
Futures 2021,Coulibaly E.,Dembek M.,,,2,1,04/08/2021
Futures 2021,Agamenone F.,Ouakaa A.,,,2,0,04/08/2021
Futures 2021,Llamas Ruiz P.,Graziani E.,,,2,0,04/08/2021
Futures 2021,Eremin E.,Massara A.,,,2,0,04/08/2021
Futures 2021,Avidzba A.,Barroso Campos A.,,,2,0,04/08/2021
Futures 2021,Mukund S.,Roncalli S.,,,2,0,04/08/2021
Futures 2021,Poljak D.,Bellucci M.,,,2,0,04/08/2021
Futures 2021,Shimizu Y.,Vilardo F.,,,2,0,04/08/2021
Futures 2021,Moreno De Alboran N.,Okamura I.,,,2,0,04/08/2021
Futures 2021,Pavlasek A.,Kalovelonis M.,,,2,1,04/08/2021
Futures 2021,Madaras D.,Prihodko O.,,,2,0,04/08/2021
Futures 2021,Dubrivnyy A.,Ratniuk M.,,,2,0,04/08/2021
Futures 2021,Nedelko I.,Freund S.,,,2,0,04/08/2021
Futures 2021,Mochizuki S.,Patael B.,,,2,0,04/08/2021
Futures 2021,Wenger D.,Tomasetto L.,,,2,0,04/08/2021
Futures 2021,Gigante M.,Fayziev S.,,,2,0,04/08/2021
Futures 2021,Galoppini D.,Noguchi R.,,,2,0,04/08/2021
Futures 2021,Cobolli F.,Schmitz C.,,,2,0,04/08/2021
Futures 2021,Fomin S.,Chepelev A.,,,2,0,04/08/2021
Futures 2021,Tashbulatov D.,Klok D.,,,2,0,04/08/2021
Futures 2021,Gakhov I.,Gibbens J.,,,2,0,04/08/2021
Futures 2021,Campo A.,Vidal Azorin J.,,,2,0,04/08/2021
Futures 2021,Braynin A.,Manafov V.,,,2,1,04/08/2021
Futures 2021,Vanshelboim E.,Galiev B.,,,2,0,04/08/2021
Futures 2021,Bertuccioli F.,Tryakshin M.,,,2,0,04/08/2021
UK Pro Series,Maxted L.,Weightman O.,,,2,0,04/08/2021
UK Pro Series,Patten H.,Paris J.,,,2,1,04/08/2021
UK Pro Series,Findel-Hawkins J.,Houghton G.,,,2,1,04/08/2021
UK Pro Series,Draper J.,Harris B.,,,2,0,04/08/2021
UK Pro Series,Matusevich A.,Hands T.,,,2,0,04/08/2021
UK Pro Series,Cash J.,Canter A.,,,2,0,04/08/2021
UTR Pro Match Series,Farren C.,Jachuck R.,,,2,1,04/08/2021
UTR Pro Match Series,Pannu K.,Gurmendi A.,,,2,1,04/08/2021
UTR Pro Match Series,Sinha A.,Caratini V.,,,2,0,04/08/2021
UTR Pro Match Series,Cid Subervi R.,Gomar Monio L.,,,2,0,04/08/2021
UTR Pro Match Series,Reese H.,Krug C.,,,2,0,04/08/2021
UTR Pro Match Series,Young G.,Segura M.,,,2,1,04/08/2021
UTR Pro Match Series,Shane R.,Kessler M.,,,2,0,04/08/2021
UTR Pro Match Series,Griffith W.,Byers L.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Bynoe E.,Graute C.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Gomez J.,Evans G.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Panta J.,Doria L.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Hernandez Serrano J.,Sanchez M.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Oppenheim N.,Rodriguez Rodriguez J.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Aramburu Contreras I.,Adamson A.,,,2,0,04/08/2021
UTR Pro Tennis Series 2,Brymer G.,Leite W.,,,2,1,04/08/2021
UTR Pro Tennis Series 5,Bouquet L.,Dimitrov M.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Dzhavakian Y.,Dinev D.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Snitari I.,Laurent T.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Faivre P.,Nesterov P.,,,2,1,04/08/2021
UTR Pro Tennis Series 5,De La Bassetiere C.,Milushev P.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Madarasz G.,Lazov A.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Joncour R.,Milev Y.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Marie J.,Laurent Y.,,,2,1,04/08/2021
UTR Pro Tennis Series 5,Tatlot J.,Dzhavakian Y.,,,2,0,04/08/2021
UTR Pro Tennis Series 5,Bouquet L.,Dinev D.,,,2,0,04/08/2021
Cagliari,Fritz T. (2),Martin A.,,,2,0,04/07/2021
Cagliari,Basilashvili N. (4),Kovalik J.,,,2,1,04/07/2021
Cagliari,Bedene A.,Gerasimov E.,,,2,0,04/07/2021
Cagliari,Struff J. (5),Broady L.,,,2,0,04/07/2021
Marbella,Carreno-Busta P. (1),Vilella Martinez M.,,,2,0,04/07/2021
Marbella,Ramos-Vinolas A. (4),Berankis R.,,,2,1,04/07/2021
Marbella,Kwon S. (7),Bagnis F.,,,2,0,04/07/2021
Marbella,Gombos N.,Delbonis F. (8),,,2,1,04/07/2021
Split challenger,Kavcic B.,Ymer E.,,,2,1,04/07/2021
Split challenger,Petrovic D. (5),Marterer M.,,,2,0,04/07/2021
Split challenger,Collarini A.,Ignatik U.,,,2,1,04/07/2021
Split challenger,Vukic A.,Coppejans K. (7),,,2,1,04/07/2021
Oeiras 2 challenger,Elias G.,Gimeno Valero C.,,,2,0,04/07/2021
Oeiras 2 challenger,Kuzmanov D.,Escobedo E. (3),,,2,0,04/07/2021
Oeiras 2 challenger,Borges N.,Brancaccio R.,,,2,1,04/07/2021
Oeiras 2 challenger,Guinard M.,Grenier H.,,,2,0,04/07/2021
Futures 2021,Beloborodko I.,Brouwer G.,,,1,0,04/07/2021
Futures 2021,Comesana F.,Hidalgo G.,,,1,0,04/07/2021
Futures 2021,Lingua Lavallen A.,Blanch D.,,,2,0,04/07/2021
Futures 2021,Juarez F.,Arias Bisso F.,,,2,0,04/07/2021
Futures 2021,Rodriguez Taverna S.,Carraro L.,,,2,0,04/07/2021
Futures 2021,Derdoy F.,Venturi T.,,,2,0,04/07/2021
Futures 2021,Carnevalle L.,Saraiva Dos Santos P.,,,2,0,04/07/2021
Futures 2021,Aboian V.,Carou I.,,,2,0,04/07/2021
Futures 2021,Lama G.,Cigarran T.,,,2,0,04/07/2021
Futures 2021,Alves M.,Marcondes I.,,,2,0,04/07/2021
Futures 2021,Gadamauri B.,Klier Junior G.,,,1,0,04/07/2021
Futures 2021,Zukas M.,Roncadelli F.,,,2,0,04/07/2021
Futures 2021,Dhoe B.,Falabella L.,,,2,1,04/07/2021
Futures 2021,Moreno De Alboran N.,Stevenson K.,,,2,0,04/07/2021
Futures 2021,Boyer T.,Novansky M.,,,2,0,04/07/2021
Futures 2021,Okamura I.,Skorilas A.,,,2,0,04/07/2021
Futures 2021,Uzhylovsky V.,Niki T.,,,2,1,04/07/2021
Futures 2021,Gakhov I.,Ingarao A.,,,2,0,04/07/2021
Futures 2021,Capecchi D.,Colson T.,,,2,1,04/07/2021
Futures 2021,Dembek M.,Mikula M.,,,2,0,04/07/2021
Futures 2021,Jones A.,Kotze D.,,,2,0,04/07/2021
Futures 2021,Shimizu Y.,Nijboer R.,,,2,0,04/07/2021
Futures 2021,Paulson A.,Hodkin S.,,,2,1,04/07/2021
Futures 2021,Bellucci M.,Krainer L.,,,2,0,04/07/2021
Futures 2021,Agabigun S.,Abazov A.,,,2,0,04/07/2021
Futures 2021,Pavlasek A.,Vojinovic L.,,,2,0,04/07/2021
Futures 2021,Wenger D.,Kashirin N.,,,2,0,04/07/2021
Futures 2021,Gibbens J.,Lomakin G.,,,2,1,04/07/2021
Futures 2021,Beloborodko I.,Bittoun Kouzmine C.,,,2,0,04/07/2021
Futures 2021,Gigante M.,Marchetti F.,,,2,0,04/07/2021
Futures 2021,Tomasetto L.,Mashtakov M.,,,2,0,04/07/2021
Futures 2021,Strombachs R.,Shevchenko A.,,,2,1,04/07/2021
Futures 2021,Coulibaly E.,Pujol Navarro B.,,,2,0,04/07/2021
Futures 2021,Ouakaa A.,Ruzgas M.,,,2,0,04/07/2021
Futures 2021,Avidzba A.,Naw H.,,,2,0,04/07/2021
Futures 2021,Johnson L.,Ochi M.,,,2,0,04/07/2021
Futures 2021,Poljak D.,Pokorny L.,,,2,0,04/07/2021
Futures 2021,Vilardo F.,Cox D.,,,2,0,04/07/2021
Futures 2021,Bega A.,Malgaroli L.,,,2,0,04/07/2021
Futures 2021,Madaras D.,Hassan B.,,,2,1,04/07/2021
Futures 2021,Cozbinov A.,Pokotilov B.,,,2,0,04/07/2021
Futures 2021,Vidal Azorin J.,Shyla Y.,,,2,1,04/07/2021
Futures 2021,Fomin S.,Almashev Z.,,,2,0,04/07/2021
Futures 2021,Escoffier A.,Galarza J.,,,2,0,04/07/2021
Futures 2021,Brouwer G.,Rikl P.,,,2,1,04/07/2021
Futures 2021,Kalovelonis M.,Kim C.,,,2,0,04/07/2021
Futures 2021,Barroso Campos A.,Musialek A.,,,2,1,04/07/2021
Futures 2021,Fayziev S.,Soyler O.,,,2,0,04/07/2021
Futures 2021,Graziani E.,Ilhan M.,,,2,1,04/07/2021
Futures 2021,Tryakshin M.,Aitkulov A.,,,2,0,04/07/2021
Futures 2021,Agamenone F.,Langmo C.,,,2,0,04/07/2021
